id,0,1,2,sentiment
470,Thank you Hannah I am incredibly lucky to have grown up with you too Much love to youampIll always have your back httpstcoeBKgsTtcFZ,️ ☺ 😑,0,positive
473,Waking up in the middle of the night and seeing the one you love is without a doubt the best feeling,️,0,positive
492,RT dedicatedtolea ok but we love you JohnStamos SDCC2016 SDCC  httpstconWJYgjqdSY,😂,4,positive
498,Happy 8 months my love  httpstcozD5LGvvkgp,️,0,positive
507,6YearsOfOneDirection  httpstcouafVBryd89,️,0,positive
512,love daxie wienerwaller dauschund morning cry sausage httpstcoiY6unaA8Mb,️,0,positive
516,Aww i love you bae  httpstcoPjlFnwPMAR,😭,-4,positive
518,RT sebroche So heartbroken about the Munich shootings all my love to you Germany  httpstco8xLBCWidwt,😢 ️,-2,positive
523,queer_narcissus I love you so much for this,😂,4,positive
538,Youre the first person Ive seen do Young Justice style and Im in love  httpstcoI3UBiTgFsz,😍  😭,0,positive
540,RT PoizynAssassin Call me crazy but I think I found the love of my life,️,0,positive
541,RT SCREWHEAD_27 I love you so much Im crying tears of joy  Sonic25th Sonic2017 sonic_hedgehog httpstcobkC8IMaDNB,😂  😭,0,positive
546,RT bbmeegg forget the boy amp the pictures i just want my makeup to last through my sleep like this  httpstcos817Tidgke,😩,-2,neutral
556,RT RickyPDillon HAPPY BIRTHDAY SELENAGOMEZ I love you so much Thanks for being such a positive bright light in this world  httpst,️,0,positive
562,To my first ever idols happy 6th anniversary I love you boys so much  6yearsof1D,️ 😭,-4,positive
569,RT Ilikebands12 This is why I love Ashton AshtonIsTheWisdomKing    httpstcoFp8j9xzqAL,️,0,positive
591,SAMEEEEE  httpstcofXJ5ntXDgB,😋,4,positive
610,RT sehunsqueen my stupid but precious little babies omfg i love this vcr so much  httpstcoHa697YfqM9,😘 😭,0,positive
611,RT _jayysterrr I love other pretty females like yassss boo slay  we can slaughter shit together lol,😍,4,positive
616,RT ltsKardashians Im in love with Kendall Jenner  httpstcoIgJ6QJv6n6,😻,4,positive
619,cause you were Born This Way Baby Lady Gaga  Born This Way,😑,0,positive
622,I dont want no scrub  a scrub is a guy who cant get no love from me,😌,3,positive
637,Me everyday httpstcoFPCHRGgTTP,😍,4,positive
648, httpstcoVCoB7Wa9Nq,️,0,positive
655,Waffle Ice cream is love   Sunday Folks httpstcoQs6ANbhIZR,️,0,positive
660,Greatly appreciated  Love you al  ht,😘,4,positive
663,In the Blinds sequel Time Would Envy Us is even more emo  their eternal love is just ahdbabxba,😭,-4,positive
665,RT reverseflcsh He so in love with her  like that time he threw her out a window shot her threw her in a chemical bath goals  http,😍,4,positive
673,Omg Ill speak to you I love and miss youuu,😍,4,positive
675,I worked on that drawing for about 9 hours omg Im so tired ok goodnight everyone ily all and I LOVE MY BABY BOO MARK,️,0,positive
678,its_brendaaa I love you so much  thank you,😘 ️ 😭,0,positive
680,How I love to think of yoga  httpstcoDoFEUdKnOK,😊 ️,3,positive
687,RT TheRevivaITour So beautiful  httpstcoLnkGbrdEGy,️ ☺,0,positive
689,im in love with the moneyyyy yeah yeah,😍,4,positive
698,realtimrozon laynemorgan KatBarrell Syfy  Epic Love seeing the cast are having fun amp sharing it with us earpers,😂,4,positive
706,thanks peanut butter  we in this for the long way httpstcoyTHm6AHcJv,😭,-4,positive
709,Lesdoggg we love you girl DaceampAldo,😉 😍,8,positive
719,RT makeupidoI Love her make up  httpstcoJY94IZSkHN,😻,4,positive
720,Adele puts up the bird httpstcoYwUQxBV4ZR,😂,4,positive
724,For everyone who needs it httpstcomp4j944kAh,️ ☺,0,positive
732,ALDUBSuperMA httpstcoI7U5bLsxst,😍,4,positive
740,Someone like this please  when can I get someone like this  httpstco4ixcxKnA4l,😪,0,neutral
746,I love Les cakes mare price ha e khuphuke now cause o tlhagella mo TV,😭,-4,positive
747,RT Meghan_Trainor Get ready Vegas WE HERE love my girls kelseypannullo iamdanileigh ashleycinqmars httpstcoQd2Wf3xIbR,️,0,positive
751,I am so happy they accomplished so so much I am so so proud to be a directioner I will love you forever forever httpstcoBUrkKCXTS4,️,0,positive
769,RT Janelleeee__ I love being with my baby,😍 ️,4,positive
776,RT zorzorrr Its my boiiiiiz bday today yall aint she a sexy fuck I LOVE YOU HAPPY BDAY NOT A REAL MEXICAN  KateHagerty httpstco,🙀,-4,positive
793,RT MoBootyful amp you doin it wellll  httpstcoEXKXxqgrk5,😍,4,neutral
796,RT MarriageGoaIs Husband says final goodbye to his dying wife This is real love  httpstco5WBTbGoNUO,😍 ️,4,positive
810, THESE ARE THE BEST MAN I LOVE THEM BIEN RICOS  httpstcolt0ruVyD0N,😩,-2,positive
811,RT olasings Yep Puppy Love is always needed  love puppy lifeisgood httpstcod5sXCM9B3Z,😍,4,positive
819,ALDUBSuperMA httpst,😍,4,positive
825,RT ShortyMacShort_ I remember the day we first met and now every day after that has been special thanks to you I love you forever  h,️,0,positive
826,RT Trapzilla666 Congratulations httpstco9hl0Wn9g0I,😀,3,positive
839,Foxy ugly as hell  I love this song  httpstcooX5me8Loke,😂,4,positive
854,RT danniboysixpack All love httpstcoUNiWF9RerN,️,0,positive
865,bushcourtney1 Courtney  you have been one of my biggest supporters  I love and miss you so much Lunch soon,😻 😩,2,positive
886,RT heavsm Happy birthday to my big sister Such a beautiful soul Im so lucky to be close to Love you more than words  httpstc,️,0,positive
897,I shaved my legs and now Im complete I love feeling baby smooth skin,😌,3,positive
898,CourtneySanta maybe we treat people with the same kind of love we grew up around I love that line,️ ☺,0,positive
907,RT GalGadot So honored to be on the cover    EW Thank you for all the love amp support  httpstco3BiohJPPMs httpstcoh1JkB,️ ☺,0,positive
937,RT GomezSource Sending our love to Germany,️,0,positive
967,RT mynameutty 160722 Artificial love  백현 focus Addicted w his body wave and the hip trust  httpstcotPx6wNkszm,😍,4,positive
989,360,️,0,positive
992,RT mfabian45 Happy 18th birthday to my lil flower  youre a great singer I love you httpstcolPwLXTlRje,😍 😂,8,positive
993,RT omgeeangie_ CitlaliMancilla thanks sissy so much love 4 u beautiful,😭,-4,positive
1001,RT rvirgo9 sofitindia TheJohnAbraham DishoomWithSOFIT I love to drink SOFIT anytime anywhere  httpstco0wNPjSd1zf,😊,3,positive
1008,baeeee I love your goofy ass omg  but you wont Twitter beef with me like why ForeignLucciani,😥 😑  😘 😂,7,positive
1023,Love my team so so much httpstcoTh3qrQUOIf,️,0,positive
1026,RT lustrelux What kind of sorcery is this  httpstco5ePmVvQNtN,😩 😭,-6,neutral
1057,6YearsOfOneDirection httpstcokXa9a087Un,😊,3,positive
1060,random appreciation post to my best friend through it allhonestly dont know what Id do wo youlove you so much httpstcoYy0H8gLVVE,️,0,positive
1070,By the way your little hair flicks are killing me I LOVE your short hair LanaParrilla,️,0,positive
1075,ValerianMovie Caradelevingne https,🤗,4,positive
1111,RT ThirtySecComedy I love the Internet  httpstcoQdtzTXNl3w,😂,4,positive
1113,RT IfrahBasheer happy birthday to the sweetest girl I know Haylee_wilson_  thanks for the late night froyo runs and early morning CF,️,0,positive
1118,Happy birthday to this savage love you mom httpstcoHgKuG1ccXT,️,0,positive
1122,Love her sm and gonna miss her sm hopefully you smile when you see this in the morning when u wake up love you  httpstco7vw54kVIN5,️,0,positive
1126,6YearsOfOneDirection httpstco2TaYSxJRaY,😭,-4,positive
1143,When you know that guys couldnt came backonedirection Real_Liam_Payne 6yearsof1D  httpstcoh5XtZYh3BO,😩,-2,neutral
1145,RT RedBone9922 I love babys,😍,4,positive
1148,RT MollyBracken Love how laura__lily styled her mollybracken top  fashionista summerstyle ootd summer fashion style httpst,😋,4,positive
1177,Goodnight mikeybarone I love you so much Pls read my DMS,️,0,positive
1178,Mani love green apples,😋,4,positive
1184,RT CassidiMalloy I just need a blunt and my love,️,0,positive
1201,RT SocialMediaTodd Well At least its not page 3  Im in The Sun with spaghetti_jo TwitterLove Love httpstcolxcpdplvRQ,😂,4,positive
1206,I love men  like everything about them is just so attractive,😍 😩,2,positive
1230,nothingmorenothinglessja forever httpstcoRGfAXPXIIH,️,0,positive
1233,HAPPY BIRTHDAY  to the LOML    I love you httpstcop4NnWHUMuV,️,0,positive
1244,RT ukissednanaa I love getting paid,😛,1,positive
1254,Happy birthday to my best missbryanalew Love you bihhh  httpstcodks38RELLN,️,0,positive
1262,RT lick_mypics Im not a hater I LOVE pretty girls like Yesss lets be pretty together,️ ☺ 😑  😋,4,positive
1264,mfs blew dey lil chances wit me Im good now  Idaf bitch now run to somebody else dat u got love for,😏,3,positive
1271,RT marisaxxromita stephmatheu thank you  love u more,️,0,positive
1292,happy birthday to my bff love u lexidilla lexiparra_ httpstcogUIZf0UX4D,️,0,positive
1312,OMG especially when you have dangruff really bad like me  httpstcoiumQsEoBiZ,😩,-2,negative
1314,k3nzielauren thank you Kenz See you soon lots of love xxx,️,0,positive
1316,RT DontDoItJay Happy Birthday to my main man since the age of 5 All love fool have a good one  Angel_99_23,️,0,positive
1324,6YearsOfOneDirection httpstcoNn7JoQhyvZ,️,0,positive
1331,RT fijilexii bae is doing a pretty good job so far  httpstcotIvRQ4LqVN,😏 ️,3,positive
1337,Shah_Anjie I know you love me too  So Love you My Sweet Heart Anjii,😢 😍 😭,-2,positive
1343,Srsly they all so cute  https,😊  😁,2,positive
1353,RT exokiss88 Sehuns rap for 같이해 is amazing  I love this song  Thank you  Sehuns rap His lips moving soooo fast Love it  https,😍,4,positive
1358,I love the way my dads wife hates me youhatemecauseyouaintme,😂,4,positive
1362,the_mqp I love u,😘,4,positive
1369,The BGM tho  httpstcovBfLjYtLVT,😂,4,positive
1371,fayak_m I love you so much thank you,️ 😭,-4,positive
1372,accurate af  Im cool with it tho httpstcorfAPua4tKW,😂,4,positive
1381,lijeeby thanks Libby love you lots,😘 😊,7,positive
1392,Bitches love tryingto be funny but never wanna get touched,️ 😭,-4,positive
1393,RT 07anahilopez Happy birthday Abril I love you so much  now its time for you to get out the house  ayebral,️ 😑  😂 😉,8,positive
1395,ajsg Good morning Twiend I love the sound when you click my tweets A sunny cloudy picture for you  httpstcoGXtOC9YmAs,☺,0,positive
1396,RT simplynessa15 OMG LOVE THEIR SONGS AIRPLANES AND JET BLACK HEART  httpstco54nxKam2Cf,😻,4,positive
1404,callmejaay___  Dont I say this alllll the time we blaze a new person up bruh  httpstcoByc1q3QrSx,😂,4,neutral
1417,I love 1D tho lol just annoyed at most of you,😂,4,positive
1431,ALDUBSuperMA,😘,4,positive
1439,Welcome 600 Followers love you all,😘,4,positive
1442,RT SZGN1978  happy Friday amp weekend for all friends  stay in peace and love  httpstcoH04ihrSSla,☺ 😇,4,positive
1458,RT mixersUnitePH A LittleMix amp ArianaGrande collab should happen  it would be epic  MTVHottest Little Mix httpstco0rKTcc56mE,️,0,neutral
1476,typical_lizz THANK YOU LIZZ  I LOVE YOU TOO BOOBOO,😍 ️ 😭 😑 😘 😩,2,positive
1477,RT rrekha1000 Gurmeetramrahim welfareAimofMSG ji pita ji thanks for everything my lord love u sooooo much Dr Papa,😊,3,positive
1479,RT ChiefGorgeous Im the most craziest love able over emotional friend youll ever have,😂,4,positive
1480,RT LifeOfDeedy awwwww the little love birdszionnnn9 iimkayla_ httpstco4U5sy8kYvN,😍,4,positive
1482,Hahaha goshhhh he would come too in 25 seconds  httpstcosbj5h0hBz6,😂,4,neutral
1488,RT julissar28 Happy 6YearsOfOneDirection  you boys are the love of my life Youve done nothing but put a smile on my face ily https,😍  ️,4,positive
1490,RT Elverojaguar  Wishing you all a Caturday full of Love amp Peace Kitten World  httpstcoOPNt7rSf7C,😺,3,positive
1491,Happy birthday to my girl  I love you Mija Big 18 emxnie,😜 😘 ️,3,positive
1492,not sure what prompted this but  httpstcofNjMe2za0e,😌,3,positive
1493,RT ChiIlDates I love her  httpstcoDje526UqG1,😂 😩,2,positive
1494,RT DestineyL__ Cancer will not win  my mommy is a fighter a strong one at that I love you so much pooh keep fighting  httpstcoI,😘 ️,4,positive
1500,RT girlposts I LOVE THIS   httpstcoyr6DYCBVtE,😂 😭,0,positive
1503,I Love guys Follow me,😭,-4,positive
1507,WelfareAimOfMSG httpstcoIKutM0Qa,😘 😍,8,positive
1513,CALIFORNIA,️,0,positive
1518,RT Ruqayyatou__ Happiest birthday Yaya fadeeeeel I love you dayawa Mss_Incredible httpstco1S3h7GLK7i,️,0,positive
1528,Irina_Vukolova  Come on My love Come on NOW So finally we get married,😘 😃,7,positive
1531,pepperjackiee its all out of love,😂,4,positive
1534,RT johnny_avitia this is so dope i love my people  httpstcoqtEQOwTLqe,😭,-4,positive
1553,i just want to say that i fucking love one direction so much happy 6yearsof1D,️ 😭,-4,positive
1573,RT Kinderyeollie Goodnight my love Seongyeol1991,😊,3,positive
1596,I love my wife,😙,3,positive
1597,God bless you VicMensa and thank you for supporting my community  httpstcoe0uMLsy0ko,️,0,positive
1599,Plz notice this httpstcoKqmpp2CeEN,😊,3,positive
1604,RT WajeehWest Make em fall in love with your personality Everything else is just secondary,😋,4,positive
1608,i love being a good boy for my mistress,️ ☺,0,positive
1656,TeresaTweets18 I love dogs but Im not going to go grab some random strangers,😂,4,positive
1658,RT marcusharmon_ Love to read that  httpstcoS1djMj3eOK,️ 😁,-1,positive
1669,HBDPrinceSuriya  httpstco3uSTjlpqmI,😎 ☺,1,positive
1687,6YearsOfOneDirection Im so proud of you guys  I love you so much  onedirection,️,0,positive
1708,dene_17 ok dont worry i wont forget  love you too sweetdreams,😂,4,positive
1709,I love zahkari he said Nobodys fucking with daija  Im already knowing,😌 😭,-1,positive
1713,rebecca_lodell I took it down for now until I can get it right Lol  Love u sweetie,😀,3,positive
1715,RT FemalePains I love this  httpstcoC7v6IL2FSx,😂,4,positive
1719,Love is giving someone a power to destroy you but you trust them not to,😶,0,positive
1720,I love you baby httpstcoGwnduanNYw,️,0,positive
1734,ALDUBSuperMA,😍,4,positive
1762,Americans love wars then bitch about Islam  httpstcoFWRGWSsXwp,😛,1,positive
1764,renee__13 thanks baby  love you,😘 ️ 😭,0,positive
1784,The last video has me dead  wtf when did I do that  thank you my love  see you soon  httpstcoqw6Qaa8P0M,😂 😭,0,positive
1785,RT BaeFeeling Michelle Obama James Corden and Missy Elliot  I love this httpstcooBbmUGCC9c,😂,4,positive
1794,RT guapohoez Females love arguing bro,😒,-2,positive
1797,xoxomckenna_  love you too,😘,4,positive
1840,I always Love hard and never regret it but next time I hope its worth the one Ima marry,️ ☺ 😑 😏,3,positive
1867,would love a mcdonalds breakfast right now,️,0,positive
1868,pizzadallasz done lovesorry butplss  can you give the free follows to TaySchmidtSel1D plss baby  Thank You,☺,0,positive
1879,emeurgue14 30 seconds emerge I love and miss you so so much,️,0,positive
1880,RT Lovelydion_ Happy birthday to the number one bitch in my life  I love you so much and have a great day my baby  _aylin23 https,😍 😩,2,positive
1894,RT positivenjhx Heres my note to directioners if you didnt see it I love you and I will always love you  6YearsOfOneDirection https,️ ☺ 😑,0,positive
1895,meenakshi is deadass my twin lol I love her,😭,-4,positive
1897,RT zebralove31 happy birthday to my bff love u lexidilla lexiparra_ httpstcogUIZf0UX4D,️,0,positive
1907,RT Whyquay I still love this video they sounded so good  httpstcohOmxobV5AH,😍 😭,0,positive
1913,Ahh I love summer bc everyday is a good day,🤗,4,positive
1925,I love saying fucked off  She_Rahhh,😂,4,positive
1926,Tay ass love some damn soulja boy,😂,4,positive
1931,RT niallkingangel Niall Horan is the biggest One Direction fan Love him NiallOfficial  6YearsOfOneDirection httpstco6HK,😍 😑 😚 😃 😊,13,positive
1938,Falling  in love is easy  but staying in love is very special,️,0,positive
1940,THE CUTEST EVER  this is why i fell in love with his curly hair a lot httpstcoBAA5og9nZS,😭,-4,positive
1941,stahvvii katyperry Beyonce omfg I love her shes great,😭,-4,positive
1946,daniellepooleox thanks baby Mumma said thank you Love u loads  xxxxxxx,️,0,positive
1951,RT sexualgifs_ I LOVE HER  httpstcoOZs4uOGWzn,😂,4,positive
1957,RT Mss_Incredible You know you made me cry yeah thank you so much Habibty I love you httpstcoSAFg9ynkac,😩,-2,positive
1959,alxpierce kileyhembree I love yall so so much,😍,4,positive
1960,The amount of love and care I have for one of my friends is insane shes like my younger sister and I genuinely want the best for her,😿,-2,positive
1961,Davey_Wade  Saw them a month prior to that with The Promise Ring The Get Up Kidsand Wolfie This has been VH1s I Love The 90s,😀,3,positive
1962,RT foxtrx I shaved my legs and now Im complete I love feeling baby smooth skin,😌,3,positive
1968,DukotInternationalScreenings httpstcoOssZAiSQ3H,😍,4,positive
1971,pixiefairygee I love you too Dream of me,😌,3,positive
1977,RT Dory I love her  httpstcouww6SsjvDV,😂 😩,2,positive
1980,Happy birthday KillaShark13  Love you bro thanks for all you do Turn up today  httpstcoNZoPAfPJyx,😂,4,positive
1987,Kryshelle_W17 I love it,😍,4,positive
1988,RT ldollazzzz how to fuck up a nigga car 101 ya know niggas love their car idk if they all work but ya could try httpstco2NQdOOlC,😂 😭,0,positive
1989,my girl get in my dam nerves 999999 of the time  i love her lil booty thou,😙 😒,1,positive
1992,thecandymancane fat girls need love too Matthew,😂,4,positive
1995,thank you  httpstcoQdGDwvCE6b,️,0,positive
2001,DentistsareCool i love biswa,😂,4,positive
2009,I have so much love for Cher Lloyd httpstcoLiiDOxcnBG,️,0,positive
2026,Sallmmaa_ love u babyyyy,😘,4,positive
2034,Janelewestcoast I LOVE YOU EVEN FROM 1000 MILES AWAY  thank you sister I love love love you,😘 ️,4,positive
2037,esmervld_v happy birthday love,😘 😛 ️,5,positive
2042,halialharthi awwwww thanks love,😢 ️,-2,positive
2045,luxurycutie ew  who amp love u,😉 ️,4,positive
2078,MissLanaLopez  love this photo of you Lana  So beautiful you have a Stunningly Gorgeous body Lana  Goddess  httpstcohrZ4sNn0Az,😍 😑 😚 😘 😜,10,positive
2088,Man I love this girl,️ 😩,-2,positive
2101,RT ddlovato DC youre gonna love what we have planned on tuesday with bradpaisley  httpstcoUxpnNIM8wx httpstcolfdJPjF86w,😮,-2,positive
2130,via InstaRepost httpstco9t9PUlNJfY,😍,4,positive
2131,RT FreddyAmazin I love this  httpstcoGBxf8qF5ZB,😂,4,positive
2172,KiSSeop91 My love,😘,4,positive
2184,Smh lol,😫,-2,neutral
2192,RT SuhoBr FANCAM 220716  SUHO Artificial Love  EXOPLANET 3  The EXOrdium in Seoul Day 1  httpstcoNdXyA2bBvB,😲 😑,3,positive
2196,I love my boys  Louis_Tomlinson Harry_Styles NiallOfficial Real_Liam_Payne 6yearsof1D,😍 ️,4,positive
2199,clairegellard Hi Claire Id love to help Can you DM your order no billing amp email addy amp the last 4 digits of payment card  NLNatasha,😃,3,positive
2210,We Love You Selena httpstco5PgoV2vN9I,️ ☺,0,positive
2214,I love you too sis always  httpstcoeqdikeD9V3,😘 😂,8,positive
2235,RT Bryzaaaah_ Im glad your okay riah keep your head up and be strong so I can keep clapping my elbows before our games httpstc,😂  ️,4,positive
2239,I love you Kvng_Jo,😂,4,positive
2242,Sweet dreams  httpst,😽,3,positive
2243,Lol I love her httpstcotylW0Rnq1Z,😂,4,positive
2262,RT apprilsantillan I love oldies man,😍 😩,2,positive
2272,RT MaddieSelman_99 kaseyOchoa74 julie_goonsquad damnjovani itsscecccyyyy Leslie584845341 I LOVE YOU TOO,️,0,positive
2275,RT homegoaIs I love this house  httpstcoHtbAc2bcbo,😍,4,positive
2282,theohurts AdamHurts THANK YOU I loved the concert yesterday you guys are amazing love you both so much httpstco5SvIjuG1mh,️,0,positive
2288,Use discount code LOVE for 15 off any purchases  htt,😻,4,positive
2289,I love my babygirl NavarreteeRubi,😘 😍,8,positive
2301,RT WeLoveRobDyrdek Michelle Obama James Corden and Missy Elliot  I love this httpstcoEWgKSNIDU7,😂,4,positive
2304,RT AngelTilaLove I love that I helped to inspire our future First Ladys stunning get up at the RNC this year MelaniaTrump  https,🤗,4,positive
2336,RT ltsKardashians Im in love with Kendall Jenner  httpstcotri2hUQdPB,😻,4,positive
2357,RT Lundynnnnnn I love my fall and winter wardrobe  I cant wait till it gets cold enough to wear my stuff,😭,-4,positive
2372,RT TaylorlaCreatif I love my wife,😙,3,positive
2388,onedirection Harry_Styles NiallOfficial Real_Liam_Payne Louis_Tomlinson thank you for the best years of my life i love yall so much,️,0,positive
2400,RT _itsTianaaa You bettah tell new Roger too come get yo babysitting havin ass  Love you too boo   httpstcogswZRRtbEx,😂,4,positive
2415,RT SaraRamirez I wish all of my GreysAnatomy Shondaland Family a fantastic Season13 Sending you LOVE,️,0,positive
2432,Momsthank you for supporting the fandomWe love you JohannahDarling RealKarenPayne Horan_mauraa _annetwist 6YearsOfOneDirection,😘,4,positive
2448,RT khloekardashian I love them  httpstcojdjI9PD2GG,😍,4,positive
2472,I love the variety of MsIndiaSummer Twitter She can pass from porn to Nordic mythology then hockey Really multitasking,😉,4,positive
2482,Thank you for the amazing memories Im so proud to he part of this big family Love you 6YearsOfOneDirection httpstcoxwEilsyezu,😭,-4,positive
2484,RT ShaandaarVicky Good morning Shaandaar_Kapoor Good morning all sweet Shanatics  Have a happy wala day  and much  love   ht,😍 😊 ☺,7,positive
2503,RT Earthlmages Love nature  httpstcoHI2iuBdyEB,😌,3,positive
2530,daisyywaisy like her Tia  yes let me know when youre free I love you,️ 😭,-4,positive
2536,And vise versa  httpstcom45XghzXJK,😌,3,positive
2573,madisonpettis Happy Birthday you gorgeous girl  I love you very much Madi,🤗,4,positive
2578,Happy Birthday keithh629   I hope you have an amazing day  much love,️,0,positive
2585,httpstcoKnXTBteCoV httpstcofTUQSUdRRC,😜,-1,positive
2597,RT niallkingangel I will always be here for our beautiful boys till the end Love them so much  6YearsOfOneDirection httpst,😍 😃 😭,3,positive
2634,love you babe httpstcoi1q8SbAygP,️,0,positive
2643,I Love Your Smile Shanice,🤗 😁,3,positive
2645,She fuck with me  cause my love is addicted,😘,4,positive
2653,RT Jaydaddy811 Id love some of this rn httpstcoehEpgAGRFe,😏,3,positive
2669,RT arzlgarcia Love you Sweetheart  ALDUBSuperMA  Stylizedstudio httpstcokEVWRzrfN1,😍,4,positive
2670,I love you more babe httpstcoEo4CSf768U,️,0,positive
2676,My TeenChoice vote for ChoiceInstagrammer is selenagomez https,😘 😍,8,positive
2682,RT evilsehun_ Be like Chanyeol and Baekhyun when the person you love is speaking learn to pay attention  httpstco8WMNVq4oci,😍 ️,4,positive
2686,Say love is overrated Somebody lied Im faded,😫,-2,positive
2698,I love jackass,😂,4,positive
2700,RT meanpIastic I love this  httpstcoFv6c3NzKSA,😂,4,positive
2708, Love YOU,😍,4,positive
2738,GD AFTERNOON DR PAPA G Plz Bless me with your  love Love you,😎 😍,5,positive
2747,RT EmilieRector sarahhcalderas_ stop staring at me bitch I love your ass sooo much its unreal Thanks sweetie,😉  😇,8,positive
2748,I love my naked face though and I can rock makeup so Im happy its all about being happy with what you got,🤗,4,positive
2793,From a mythering bitch to a spot I love MrkieronR comparisons of me in birthday cards whatever next  httpstco3YTgUXIZR5,😂,4,positive
2803,Happy birthday to my mean ass bestfriend who act like my mama kilahlesley  Best friend of 18Years I love you httpstcoVuRlrCd4mG,😻 ️,4,positive
2804,RT _aylin23 The last video has me dead  wtf when did I do that  thank you my love  see you soon  httpstcoqw6Qaa8P0M,😂 😭,0,positive
2815,RT adalee_c hope_trin221 I love you too,️,0,positive
2830,RT pepicbabbyy_01 Much love for this kid   blessed httpstcobYoPPdUwVI,😩,-2,positive
2843,RT jacobsartorius Love you Anna Have a fantastic day httpstcoQf5mZ7g3Nf,😊,3,positive
2850,nikifyinglife di r u suffrng frm hypoglycemia U do lot of work na hve lots of fruits esp dates get wel soonlove httpstcoz2jgZV5IM0,😘 😟 😨,-2,neutral
